palabra,muestras,longitud,seleccionada,motivo_exclusion,metrica_exclusion,umbral_exclusion,similar_a,similitud_fonetica,f1_preliminar
oír,17,3,no,frecuencia_insuficiente,17.0,1000.0,,,
oírle,9,5,no,frecuencia_insuficiente,9.0,1000.0,,,
oírse,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
oís,5,3,no,frecuencia_insuficiente,5.0,1000.0,,,
pabellones,6,10,no,frecuencia_insuficiente,6.0,1000.0,,,
pabellón,23,8,no,frecuencia_insuficiente,23.0,1000.0,,,
pablo,92,5,no,frecuencia_insuficiente,92.0,1000.0,,,
pacers,6,6,no,frecuencia_insuficiente,6.0,1000.0,,,
pacheco,15,7,no,frecuencia_insuficiente,15.0,1000.0,,,
pachuca,7,7,no,frecuencia_insuficiente,7.0,1000.0,,,
pachá,4,5,no,frecuencia_insuficiente,4.0,1000.0,,,
paciencia,24,9,no,frecuencia_insuficiente,24.0,1000.0,,,
paciente,48,8,no,frecuencia_insuficiente,48.0,1000.0,,,
pacientes,39,9,no,frecuencia_insuficiente,39.0,1000.0,,,
pacific,8,7,no,frecuencia_insuficiente,8.0,1000.0,,,
pacifista,5,9,no,frecuencia_insuficiente,5.0,1000.0,,,
pack,4,4,no,frecuencia_insuficiente,4.0,1000.0,,,
paco,12,4,no,frecuencia_insuficiente,12.0,1000.0,,,
pacto,23,5,no,frecuencia_insuficiente,23.0,1000.0,,,
pacífica,13,8,no,frecuencia_insuficiente,13.0,1000.0,,,
pacíficamente,2,13,no,frecuencia_insuficiente,2.0,1000.0,,,
pacíficas,6,9,no,frecuencia_insuficiente,6.0,1000.0,,,
pacífico,93,8,no,frecuencia_insuficiente,93.0,1000.0,,,
padece,8,6,no,frecuencia_insuficiente,8.0,1000.0,,,
padecen,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
padecer,6,7,no,frecuencia_insuficiente,6.0,1000.0,,,
padecido,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
padecimiento,3,12,no,frecuencia_insuficiente,3.0,1000.0,,,
padeció,7,7,no,frecuencia_insuficiente,7.0,1000.0,,,
padecía,7,7,no,frecuencia_insuficiente,7.0,1000.0,,,
padilla,7,7,no,frecuencia_insuficiente,7.0,1000.0,,,
padrastro,5,9,no,frecuencia_insuficiente,5.0,1000.0,,,
padrazo,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
padre,854,5,no,frecuencia_insuficiente,854.0,1000.0,,,
padres,336,6,no,frecuencia_insuficiente,336.0,1000.0,,,
padrino,13,7,no,frecuencia_insuficiente,13.0,1000.0,,,
padrinos,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
padrón,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
padua,7,5,no,frecuencia_insuficiente,7.0,1000.0,,,
paga,22,4,no,frecuencia_insuficiente,22.0,1000.0,,,
pagaba,11,6,no,frecuencia_insuficiente,11.0,1000.0,,,
pagada,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
pagador,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
pagados,8,7,no,frecuencia_insuficiente,8.0,1000.0,,,
pagan,9,5,no,frecuencia_insuficiente,9.0,1000.0,,,
pagana,5,6,no,frecuencia_insuficiente,5.0,1000.0,,,
pagando,8,7,no,frecuencia_insuficiente,8.0,1000.0,,,
pagano,8,6,no,frecuencia_insuficiente,8.0,1000.0,,,
paganos,6,7,no,frecuencia_insuficiente,6.0,1000.0,,,
pagar,28,5,no,frecuencia_insuficiente,28.0,1000.0,,,
pagarle,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
pagarse,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
pagará,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
pagaré,6,6,no,frecuencia_insuficiente,6.0,1000.0,,,
page,8,4,no,frecuencia_insuficiente,8.0,1000.0,,,
pago,40,4,no,frecuencia_insuficiente,40.0,1000.0,,,
pagos,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
pagó,9,4,no,frecuencia_insuficiente,9.0,1000.0,,,
paige,4,5,no,frecuencia_insuficiente,4.0,1000.0,,,
paisaje,84,7,no,frecuencia_insuficiente,84.0,1000.0,,,
paisajes,55,8,no,frecuencia_insuficiente,55.0,1000.0,,,
paisajismo,3,10,no,frecuencia_insuficiente,3.0,1000.0,,,
paisajista,8,10,no,frecuencia_insuficiente,8.0,1000.0,,,
paisajísticos,2,13,no,frecuencia_insuficiente,2.0,1000.0,,,
paja,11,4,no,frecuencia_insuficiente,11.0,1000.0,,,
pajilleros,2,10,no,frecuencia_insuficiente,2.0,1000.0,,,
pakistán,36,8,no,frecuencia_insuficiente,36.0,1000.0,,,
pala,8,4,no,frecuencia_insuficiente,8.0,1000.0,,,
palabra,184,7,no,frecuencia_insuficiente,184.0,1000.0,,,
palabras,152,8,no,frecuencia_insuficiente,152.0,1000.0,,,
palace,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
palacio,171,7,no,frecuencia_insuficiente,171.0,1000.0,,,
palacios,45,8,no,frecuencia_insuficiente,45.0,1000.0,,,
paladar,8,7,no,frecuencia_insuficiente,8.0,1000.0,,,
palanca,8,7,no,frecuencia_insuficiente,8.0,1000.0,,,
palas,5,5,no,frecuencia_insuficiente,5.0,1000.0,,,
palatinado,10,10,no,frecuencia_insuficiente,10.0,1000.0,,,
palatino,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
palau,7,5,no,frecuencia_insuficiente,7.0,1000.0,,,
palencia,8,8,no,frecuencia_insuficiente,8.0,1000.0,,,
palenque,8,8,no,frecuencia_insuficiente,8.0,1000.0,,,
paleolítico,9,11,no,frecuencia_insuficiente,9.0,1000.0,,,
paleontología,4,13,no,frecuencia_insuficiente,4.0,1000.0,,,
paleontológico,1,14,no,frecuencia_insuficiente,1.0,1000.0,,,
paleontólogo,3,12,no,frecuencia_insuficiente,3.0,1000.0,,,
paleozoico,3,10,no,frecuencia_insuficiente,3.0,1000.0,,,
palermo,19,7,no,frecuencia_insuficiente,19.0,1000.0,,,
palestina,16,9,no,frecuencia_insuficiente,16.0,1000.0,,,
palestino,7,9,no,frecuencia_insuficiente,7.0,1000.0,,,
palestinos,7,10,no,frecuencia_insuficiente,7.0,1000.0,,,
paleta,3,6,no,frecuencia_insuficiente,3.0,1000.0,,,
paleártica,4,10,no,frecuencia_insuficiente,4.0,1000.0,,,
paleártico,12,10,no,frecuencia_insuficiente,12.0,1000.0,,,
palidecer,6,9,no,frecuencia_insuficiente,6.0,1000.0,,,
palio,4,5,no,frecuencia_insuficiente,4.0,1000.0,,,
palitos,6,7,no,frecuencia_insuficiente,6.0,1000.0,,,
paliza,14,6,no,frecuencia_insuficiente,14.0,1000.0,,,
palm,6,4,no,frecuencia_insuficiente,6.0,1000.0,,,
palma,50,5,no,frecuencia_insuficiente,50.0,1000.0,,,
palmadas,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
palmas,23,6,no,frecuencia_insuficiente,23.0,1000.0,,,
palmer,8,6,no,frecuencia_insuficiente,8.0,1000.0,,,
palmera,7,7,no,frecuencia_insuficiente,7.0,1000.0,,,
palmeras,8,8,no,frecuencia_insuficiente,8.0,1000.0,,,
palmira,7,7,no,frecuencia_insuficiente,7.0,1000.0,,,
palo,58,4,no,frecuencia_insuficiente,58.0,1000.0,,,
paloma,32,6,no,frecuencia_insuficiente,32.0,1000.0,,,
palomar,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
palomares,142,9,no,frecuencia_insuficiente,142.0,1000.0,,,
palomas,16,7,no,frecuencia_insuficiente,16.0,1000.0,,,
palomitas,8,9,no,frecuencia_insuficiente,8.0,1000.0,,,
palos,14,5,no,frecuencia_insuficiente,14.0,1000.0,,,
palpable,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
palpitante,8,10,no,frecuencia_insuficiente,8.0,1000.0,,,
palpitantes,4,11,no,frecuencia_insuficiente,4.0,1000.0,,,
pampa,8,5,no,frecuencia_insuficiente,8.0,1000.0,,,
pamplona,26,8,no,frecuencia_insuficiente,26.0,1000.0,,,
pan,160,3,no,frecuencia_insuficiente,160.0,1000.0,,,
panadero,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
panadería,6,9,no,frecuencia_insuficiente,6.0,1000.0,,,
panamericana,3,12,no,frecuencia_insuficiente,3.0,1000.0,,,
panamericano,2,12,no,frecuencia_insuficiente,2.0,1000.0,,,
panameño,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
panamá,99,6,no,frecuencia_insuficiente,99.0,1000.0,,,
panceta,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
pancras,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
pandilla,11,8,no,frecuencia_insuficiente,11.0,1000.0,,,
pandillas,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
pandora,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
panel,11,5,no,frecuencia_insuficiente,11.0,1000.0,,,
paneles,13,7,no,frecuencia_insuficiente,13.0,1000.0,,,
panelista,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
panes,9,5,no,frecuencia_insuficiente,9.0,1000.0,,,
panic,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
panonia,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
panorama,12,8,no,frecuencia_insuficiente,12.0,1000.0,,,
panorámicas,4,11,no,frecuencia_insuficiente,4.0,1000.0,,,
pantaleón,4,9,no,frecuencia_insuficiente,4.0,1000.0,,,
pantalla,57,8,no,frecuencia_insuficiente,57.0,1000.0,,,
pantallas,16,9,no,frecuencia_insuficiente,16.0,1000.0,,,
pantalones,14,10,no,frecuencia_insuficiente,14.0,1000.0,,,
pantalón,16,8,no,frecuencia_insuficiente,16.0,1000.0,,,
pantano,14,7,no,frecuencia_insuficiente,14.0,1000.0,,,
pantanos,30,8,no,frecuencia_insuficiente,30.0,1000.0,,,
pantanosas,6,10,no,frecuencia_insuficiente,6.0,1000.0,,,
pantanosos,8,10,no,frecuencia_insuficiente,8.0,1000.0,,,
pantera,7,7,no,frecuencia_insuficiente,7.0,1000.0,,,
panteón,19,7,no,frecuencia_insuficiente,19.0,1000.0,,,
panícula,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
panículas,16,9,no,frecuencia_insuficiente,16.0,1000.0,,,
paola,7,5,no,frecuencia_insuficiente,7.0,1000.0,,,
paolo,4,5,no,frecuencia_insuficiente,4.0,1000.0,,,
papa,64,4,no,frecuencia_insuficiente,64.0,1000.0,,,
papado,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
papal,7,5,no,frecuencia_insuficiente,7.0,1000.0,,,
papanatas,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
papas,11,5,no,frecuencia_insuficiente,11.0,1000.0,,,
papaya,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
papel,332,5,no,frecuencia_insuficiente,332.0,1000.0,,,
papelera,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
papeles,76,7,no,frecuencia_insuficiente,76.0,1000.0,,,
papi,13,4,no,frecuencia_insuficiente,13.0,1000.0,,,
pappo,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
papá,16,4,no,frecuencia_insuficiente,16.0,1000.0,,,
papúa,19,5,no,frecuencia_insuficiente,19.0,1000.0,,,
paquete,25,7,no,frecuencia_insuficiente,25.0,1000.0,,,
paquetes,8,8,no,frecuencia_insuficiente,8.0,1000.0,,,
par,104,3,no,frecuencia_insuficiente,104.0,1000.0,,,
para,7463,4,no,longitud_insuficiente,4.0,5.0,,,
paraba,3,6,no,frecuencia_insuficiente,3.0,1000.0,,,
paracaidistas,4,13,no,frecuencia_insuficiente,4.0,1000.0,,,
paracaídas,8,10,no,frecuencia_insuficiente,8.0,1000.0,,,
parada,46,6,no,frecuencia_insuficiente,46.0,1000.0,,,
paradas,10,7,no,frecuencia_insuficiente,10.0,1000.0,,,
paradero,15,8,no,frecuencia_insuficiente,15.0,1000.0,,,
paradise,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
parado,11,6,no,frecuencia_insuficiente,11.0,1000.0,,,
paradoja,9,8,no,frecuencia_insuficiente,9.0,1000.0,,,
parador,7,7,no,frecuencia_insuficiente,7.0,1000.0,,,
paradójicamente,1,15,no,frecuencia_insuficiente,1.0,1000.0,,,
paraguas,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
paraguay,108,8,no,frecuencia_insuficiente,108.0,1000.0,,,
paraguaya,8,9,no,frecuencia_insuficiente,8.0,1000.0,,,
paraguayo,12,9,no,frecuencia_insuficiente,12.0,1000.0,,,
paraguayos,9,10,no,frecuencia_insuficiente,9.0,1000.0,,,
paraje,13,6,no,frecuencia_insuficiente,13.0,1000.0,,,
parajes,8,7,no,frecuencia_insuficiente,8.0,1000.0,,,
paralela,13,8,no,frecuencia_insuficiente,13.0,1000.0,,,
paralelamente,32,13,no,frecuencia_insuficiente,32.0,1000.0,,,
paralelas,10,9,no,frecuencia_insuficiente,10.0,1000.0,,,
paralelismo,3,11,no,frecuencia_insuficiente,3.0,1000.0,,,
paralelo,28,8,no,frecuencia_insuficiente,28.0,1000.0,,,
paralelos,12,9,no,frecuencia_insuficiente,12.0,1000.0,,,
paraliza,5,8,no,frecuencia_insuficiente,5.0,1000.0,,,
paralizado,3,10,no,frecuencia_insuficiente,3.0,1000.0,,,
paralímpico,24,11,no,frecuencia_insuficiente,24.0,1000.0,,,
paralímpicos,15,12,no,frecuencia_insuficiente,15.0,1000.0,,,
paramentos,4,10,no,frecuencia_insuficiente,4.0,1000.0,,,
paramount,8,9,no,frecuencia_insuficiente,8.0,1000.0,,,
paraná,26,6,no,frecuencia_insuficiente,26.0,1000.0,,,
parar,29,5,no,frecuencia_insuficiente,29.0,1000.0,,,
pararon,5,7,no,frecuencia_insuficiente,5.0,1000.0,,,
paraíso,17,7,no,frecuencia_insuficiente,17.0,1000.0,,,
parcela,6,7,no,frecuencia_insuficiente,6.0,1000.0,,,
parcelas,6,8,no,frecuencia_insuficiente,6.0,1000.0,,,
parche,9,6,no,frecuencia_insuficiente,9.0,1000.0,,,
parches,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
parcial,32,7,no,frecuencia_insuficiente,32.0,1000.0,,,
parciales,8,9,no,frecuencia_insuficiente,8.0,1000.0,,,
parcialmente,53,12,no,frecuencia_insuficiente,53.0,1000.0,,,
pardas,8,6,no,frecuencia_insuficiente,8.0,1000.0,,,
pardo,52,5,no,frecuencia_insuficiente,52.0,1000.0,,,
pardos,16,6,no,frecuencia_insuficiente,16.0,1000.0,,,
pardusco,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
parduzco,6,8,no,frecuencia_insuficiente,6.0,1000.0,,,
parece,344,6,no,frecuencia_insuficiente,344.0,1000.0,,,
parecemos,5,9,no,frecuencia_insuficiente,5.0,1000.0,,,
parecen,76,7,no,frecuencia_insuficiente,76.0,1000.0,,,
parecer,58,7,no,frecuencia_insuficiente,58.0,1000.0,,,
pareces,7,7,no,frecuencia_insuficiente,7.0,1000.0,,,
parecida,18,8,no,frecuencia_insuficiente,18.0,1000.0,,,
parecidas,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
parecido,48,8,no,frecuencia_insuficiente,48.0,1000.0,,,
parecidos,12,9,no,frecuencia_insuficiente,12.0,1000.0,,,
pareciera,11,9,no,frecuencia_insuficiente,11.0,1000.0,,,
pareció,35,7,no,frecuencia_insuficiente,35.0,1000.0,,,
parecióme,8,9,no,frecuencia_insuficiente,8.0,1000.0,,,
parecéis,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
parecía,62,7,no,frecuencia_insuficiente,62.0,1000.0,,,
parecían,39,8,no,frecuencia_insuficiente,39.0,1000.0,,,
pared,39,5,no,frecuencia_insuficiente,39.0,1000.0,,,
paredes,70,7,no,frecuencia_insuficiente,70.0,1000.0,,,
pareja,191,6,no,frecuencia_insuficiente,191.0,1000.0,,,
parejas,65,7,no,frecuencia_insuficiente,65.0,1000.0,,,
parejita,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
parejo,2,6,no,frecuencia_insuficiente,2.0,1000.0,,,
parental,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
parentesco,12,10,no,frecuencia_insuficiente,12.0,1000.0,,,
pares,30,5,no,frecuencia_insuficiente,30.0,1000.0,,,
parezca,12,7,no,frecuencia_insuficiente,12.0,1000.0,,,
parezco,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
paria,5,5,no,frecuencia_insuficiente,5.0,1000.0,,,
pariente,21,8,no,frecuencia_insuficiente,21.0,1000.0,,,
parientes,32,9,no,frecuencia_insuficiente,32.0,1000.0,,,
parietal,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
paris,23,5,no,frecuencia_insuficiente,23.0,1000.0,,,
parish,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
parisino,5,8,no,frecuencia_insuficiente,5.0,1000.0,,,
park,75,4,no,frecuencia_insuficiente,75.0,1000.0,,,
parker,17,6,no,frecuencia_insuficiente,17.0,1000.0,,,
parking,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
parkinson,6,9,no,frecuencia_insuficiente,6.0,1000.0,,,
parlamentaria,14,13,no,frecuencia_insuficiente,14.0,1000.0,,,
parlamentarias,6,14,no,frecuencia_insuficiente,6.0,1000.0,,,
parlamentario,12,13,no,frecuencia_insuficiente,12.0,1000.0,,,
parlamentarios,5,14,no,frecuencia_insuficiente,5.0,1000.0,,,
parlamento,83,10,no,frecuencia_insuficiente,83.0,1000.0,,,
parma,10,5,no,frecuencia_insuficiente,10.0,1000.0,,,
paro,9,4,no,frecuencia_insuficiente,9.0,1000.0,,,
parodia,13,7,no,frecuencia_insuficiente,13.0,1000.0,,,
parodias,8,8,no,frecuencia_insuficiente,8.0,1000.0,,,
parque,318,6,no,frecuencia_insuficiente,318.0,1000.0,,,
parques,32,7,no,frecuencia_insuficiente,32.0,1000.0,,,
parra,16,5,no,frecuencia_insuficiente,16.0,1000.0,,,
parral,3,6,no,frecuencia_insuficiente,3.0,1000.0,,,
parrilla,8,8,no,frecuencia_insuficiente,8.0,1000.0,,,
parroquia,104,9,no,frecuencia_insuficiente,104.0,1000.0,,,
parroquial,71,10,no,frecuencia_insuficiente,71.0,1000.0,,,
parroquiales,8,12,no,frecuencia_insuficiente,8.0,1000.0,,,
parroquianos,3,12,no,frecuencia_insuficiente,3.0,1000.0,,,
parroquias,16,10,no,frecuencia_insuficiente,16.0,1000.0,,,
parsons,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
parten,8,6,no,frecuencia_insuficiente,8.0,1000.0,,,
partenón,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
partes,304,6,no,frecuencia_insuficiente,304.0,1000.0,,,
participa,75,9,no,frecuencia_insuficiente,75.0,1000.0,,,
participaba,8,11,no,frecuencia_insuficiente,8.0,1000.0,,,
participaban,5,12,no,frecuencia_insuficiente,5.0,1000.0,,,
participaciones,8,15,no,frecuencia_insuficiente,8.0,1000.0,,,
participación,128,13,no,frecuencia_insuficiente,128.0,1000.0,,,
participado,100,11,no,frecuencia_insuficiente,100.0,1000.0,,,
participan,40,10,no,frecuencia_insuficiente,40.0,1000.0,,,
participando,16,12,no,frecuencia_insuficiente,16.0,1000.0,,,
participante,13,12,no,frecuencia_insuficiente,13.0,1000.0,,,
participantes,50,13,no,frecuencia_insuficiente,50.0,1000.0,,,
participar,76,10,no,frecuencia_insuficiente,76.0,1000.0,,,
participaron,75,12,no,frecuencia_insuficiente,75.0,1000.0,,,
participarán,2,12,no,frecuencia_insuficiente,2.0,1000.0,,,
participaría,4,12,no,frecuencia_insuficiente,4.0,1000.0,,,
participe,6,9,no,frecuencia_insuficiente,6.0,1000.0,,,
participó,328,9,no,frecuencia_insuficiente,328.0,1000.0,,,
partición,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
particular,124,10,no,frecuencia_insuficiente,124.0,1000.0,,,
particulares,37,12,no,frecuencia_insuficiente,37.0,1000.0,,,
particularidad,9,14,no,frecuencia_insuficiente,9.0,1000.0,,,
particularidades,1,16,no,frecuencia_insuficiente,1.0,1000.0,,,
particularmente,67,15,no,frecuencia_insuficiente,67.0,1000.0,,,
partida,44,7,no,frecuencia_insuficiente,44.0,1000.0,,,
partidario,24,10,no,frecuencia_insuficiente,24.0,1000.0,,,
partidarios,15,11,no,frecuencia_insuficiente,15.0,1000.0,,,
partidas,18,8,no,frecuencia_insuficiente,18.0,1000.0,,,
partido,706,7,no,frecuencia_insuficiente,706.0,1000.0,,,
partidos,287,8,no,frecuencia_insuficiente,287.0,1000.0,,,
partiendo,5,9,no,frecuencia_insuficiente,5.0,1000.0,,,
partimos,8,8,no,frecuencia_insuficiente,8.0,1000.0,,,
partir,290,6,no,frecuencia_insuficiente,290.0,1000.0,,,
partiremos,3,10,no,frecuencia_insuficiente,3.0,1000.0,,,
partisanos,7,10,no,frecuencia_insuficiente,7.0,1000.0,,,
partitura,9,9,no,frecuencia_insuficiente,9.0,1000.0,,,
partituras,5,10,no,frecuencia_insuficiente,5.0,1000.0,,,
partió,23,6,no,frecuencia_insuficiente,23.0,1000.0,,,
parto,16,5,no,frecuencia_insuficiente,16.0,1000.0,,,
partos,3,6,no,frecuencia_insuficiente,3.0,1000.0,,,
party,8,5,no,frecuencia_insuficiente,8.0,1000.0,,,
partía,6,6,no,frecuencia_insuficiente,6.0,1000.0,,,
partícula,8,9,no,frecuencia_insuficiente,8.0,1000.0,,,
partículas,24,10,no,frecuencia_insuficiente,24.0,1000.0,,,
parámetro,4,9,no,frecuencia_insuficiente,4.0,1000.0,,,
parámetros,15,10,no,frecuencia_insuficiente,15.0,1000.0,,,
parásitos,13,9,no,frecuencia_insuficiente,13.0,1000.0,,,
parís,277,5,no,frecuencia_insuficiente,277.0,1000.0,,,
paró,7,4,no,frecuencia_insuficiente,7.0,1000.0,,,
pasa,223,4,no,frecuencia_insuficiente,223.0,1000.0,,,
pasaba,25,6,no,frecuencia_insuficiente,25.0,1000.0,,,
pasaban,13,7,no,frecuencia_insuficiente,13.0,1000.0,,,
pasada,18,6,no,frecuencia_insuficiente,18.0,1000.0,,,
pasadas,6,7,no,frecuencia_insuficiente,6.0,1000.0,,,
pasadena,2,8,no,frecuencia_insuficiente,2.0,1000.0,,,
pasado,255,6,no,frecuencia_insuficiente,255.0,1000.0,,,
pasados,7,7,no,frecuencia_insuficiente,7.0,1000.0,,,
pasaje,17,6,no,frecuencia_insuficiente,17.0,1000.0,,,
pasajero,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
pasajeros,78,9,no,frecuencia_insuficiente,78.0,1000.0,,,
pasajes,13,7,no,frecuencia_insuficiente,13.0,1000.0,,,
pasamos,6,7,no,frecuencia_insuficiente,6.0,1000.0,,,
pasan,61,5,no,frecuencia_insuficiente,61.0,1000.0,,,
pasando,38,7,no,frecuencia_insuficiente,38.0,1000.0,,,
pasantes,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
pasaporte,16,9,no,frecuencia_insuficiente,16.0,1000.0,,,
pasaportes,2,10,no,frecuencia_insuficiente,2.0,1000.0,,,
pasar,146,5,no,frecuencia_insuficiente,146.0,1000.0,,,
pasarela,10,8,no,frecuencia_insuficiente,10.0,1000.0,,,
pasarelas,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
pasaremos,11,9,no,frecuencia_insuficiente,11.0,1000.0,,,
pasaron,47,7,no,frecuencia_insuficiente,47.0,1000.0,,,
pasarse,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
pasará,5,6,no,frecuencia_insuficiente,5.0,1000.0,,,
pasarán,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
pasaría,22,7,no,frecuencia_insuficiente,22.0,1000.0,,,
pasarían,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
pasas,7,5,no,frecuencia_insuficiente,7.0,1000.0,,,
pasatiempos,7,11,no,frecuencia_insuficiente,7.0,1000.0,,,
pascal,8,6,no,frecuencia_insuficiente,8.0,1000.0,,,
pasco,2,5,no,frecuencia_insuficiente,2.0,1000.0,,,
pascua,8,6,no,frecuencia_insuficiente,8.0,1000.0,,,
pascual,17,7,no,frecuencia_insuficiente,17.0,1000.0,,,
pascuas,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
pase,31,4,no,frecuencia_insuficiente,31.0,1000.0,,,
paseaba,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
pasen,5,5,no,frecuencia_insuficiente,5.0,1000.0,,,
paseo,56,5,no,frecuencia_insuficiente,56.0,1000.0,,,
paseos,10,6,no,frecuencia_insuficiente,10.0,1000.0,,,
pases,8,5,no,frecuencia_insuficiente,8.0,1000.0,,,
pasha,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
pasillo,8,7,no,frecuencia_insuficiente,8.0,1000.0,,,
pasillos,10,8,no,frecuencia_insuficiente,10.0,1000.0,,,
pasiones,14,8,no,frecuencia_insuficiente,14.0,1000.0,,,
pasito,8,6,no,frecuencia_insuficiente,8.0,1000.0,,,
pasiva,6,6,no,frecuencia_insuficiente,6.0,1000.0,,,
pasivo,6,6,no,frecuencia_insuficiente,6.0,1000.0,,,
pasión,61,6,no,frecuencia_insuficiente,61.0,1000.0,,,
paso,256,4,no,frecuencia_insuficiente,256.0,1000.0,,,
pasos,94,5,no,frecuencia_insuficiente,94.0,1000.0,,,
pasta,37,5,no,frecuencia_insuficiente,37.0,1000.0,,,
pastel,22,6,no,frecuencia_insuficiente,22.0,1000.0,,,
pasteles,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
pastilla,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
pastillas,19,9,no,frecuencia_insuficiente,19.0,1000.0,,,
pastizal,5,8,no,frecuencia_insuficiente,5.0,1000.0,,,
pastizales,26,10,no,frecuencia_insuficiente,26.0,1000.0,,,
pasto,8,5,no,frecuencia_insuficiente,8.0,1000.0,,,
pastor,27,6,no,frecuencia_insuficiente,27.0,1000.0,,,
pastora,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
pastoral,27,8,no,frecuencia_insuficiente,27.0,1000.0,,,
pastorales,4,10,no,frecuencia_insuficiente,4.0,1000.0,,,
pastoreo,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
pastores,16,8,no,frecuencia_insuficiente,16.0,1000.0,,,
pastos,22,6,no,frecuencia_insuficiente,22.0,1000.0,,,
pastrana,6,8,no,frecuencia_insuficiente,6.0,1000.0,,,
pasábame,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
pasándome,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
pasé,9,4,no,frecuencia_insuficiente,9.0,1000.0,,,
pasó,367,4,no,frecuencia_insuficiente,367.0,1000.0,,,
pat,6,3,no,frecuencia_insuficiente,6.0,1000.0,,,
pata,7,4,no,frecuencia_insuficiente,7.0,1000.0,,,
patada,5,6,no,frecuencia_insuficiente,5.0,1000.0,,,
patadas,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
patagonia,14,9,no,frecuencia_insuficiente,14.0,1000.0,,,
patagónica,6,10,no,frecuencia_insuficiente,6.0,1000.0,,,
pataleo,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
patas,111,5,no,frecuencia_insuficiente,111.0,1000.0,,,
patata,16,6,no,frecuencia_insuficiente,16.0,1000.0,,,
patatas,18,7,no,frecuencia_insuficiente,18.0,1000.0,,,
patatitas,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
patente,16,7,no,frecuencia_insuficiente,16.0,1000.0,,,
patentes,12,8,no,frecuencia_insuficiente,12.0,1000.0,,,
